Date,Close
5/18/2016,50.81
5/19/2016,50.32
5/20/2016,50.62
5/23/2016,50.03
5/24/2016,51.59
5/25/2016,52.12
5/26/2016,51.89
5/27/2016,52.32
5/31/2016,53
6/1/2016,52.85
6/2/2016,52.48
6/3/2016,51.79
6/6/2016,52.13
6/7/2016,52.1
6/8/2016,52.04
6/9/2016,51.62
6/10/2016,51.48
6/13/2016,50.14
6/14/2016,49.83
6/15/2016,49.69
6/16/2016,50.39
6/17/2016,50.13
6/20/2016,50.07
6/21/2016,51.19
6/22/2016,50.99
6/23/2016,51.91
6/24/2016,49.83
6/27/2016,48.43
6/28/2016,49.44
6/29/2016,50.54
6/30/2016,51.17
7/1/2016,51.16
7/5/2016,51.17
7/6/2016,51.38
7/7/2016,51.38
7/8/2016,52.3
7/11/2016,52.59
7/12/2016,53.21
7/13/2016,53.51
7/14/2016,53.74
7/15/2016,53.7
7/18/2016,53.96
7/19/2016,53.09
7/20/2016,55.91
7/21/2016,55.8
7/22/2016,56.57
7/25/2016,56.73
7/26/2016,56.76
7/27/2016,56.19
7/28/2016,56.21
7/29/2016,56.68
8/1/2016,56.58
8/2/2016,56.58
8/3/2016,56.97
8/4/2016,57.39
8/5/2016,57.96
8/8/2016,58.06
8/9/2016,58.2
8/10/2016,58.02
8/11/2016,58.3
8/12/2016,57.94
8/15/2016,58.12
8/16/2016,57.44
8/17/2016,57.56
8/18/2016,57.6
8/19/2016,57.62
8/22/2016,57.67
8/23/2016,57.89
8/24/2016,57.95
8/25/2016,58.17
8/26/2016,58.03
8/29/2016,58.1
8/30/2016,57.89
8/31/2016,57.46
9/1/2016,57.59
9/2/2016,57.67
9/6/2016,57.61
9/7/2016,57.66
9/8/2016,57.43
9/9/2016,56.21
9/12/2016,57.05
9/13/2016,56.53
9/14/2016,56.26
9/15/2016,57.19
9/16/2016,57.25
9/19/2016,56.93
9/20/2016,56.81
9/21/2016,57.76
9/22/2016,57.82
9/23/2016,57.43
9/26/2016,56.9
9/27/2016,57.95
9/28/2016,58.03
9/29/2016,57.4
9/30/2016,57.6
10/3/2016,57.42
10/4/2016,57.24
10/5/2016,57.64
10/6/2016,57.74
10/7/2016,57.8
10/10/2016,58.04
10/11/2016,57.19
10/12/2016,57.11
10/13/2016,56.92
10/14/2016,57.42
10/17/2016,57.22
10/18/2016,57.66
10/19/2016,57.53
10/20/2016,57.25
10/21/2016,59.66
10/24/2016,61
10/25/2016,60.99
10/26/2016,60.63
10/27/2016,60.1
10/28/2016,59.87
10/31/2016,59.92
11/1/2016,59.8
11/2/2016,59.43
11/3/2016,59.21
11/4/2016,58.71
11/7/2016,60.42
11/8/2016,60.47
11/9/2016,60.17
11/10/2016,58.7
11/11/2016,59.02
11/14/2016,58.12
11/15/2016,58.87
11/16/2016,59.65
11/17/2016,60.64
11/18/2016,60.35
11/21/2016,60.86
11/22/2016,61.12
11/23/2016,60.4
11/25/2016,60.53
11/28/2016,60.61
11/29/2016,61.09
11/30/2016,60.26
12/1/2016,59.2
12/2/2016,59.25
12/5/2016,60.22
12/6/2016,59.95
12/7/2016,61.37
12/8/2016,61.01
12/9/2016,61.97
12/12/2016,62.17
12/13/2016,62.98
12/14/2016,62.68
12/15/2016,62.58
12/16/2016,62.3
12/19/2016,63.62
12/20/2016,63.54
12/21/2016,63.54
12/22/2016,63.55
12/23/2016,63.24
12/27/2016,63.28
12/28/2016,62.99
12/29/2016,62.9
12/30/2016,62.14
1/3/2017,62.58
1/4/2017,62.3
1/5/2017,62.3
1/6/2017,62.84
1/9/2017,62.64
1/10/2017,62.62
1/11/2017,63.19
1/12/2017,62.61
1/13/2017,62.7
1/17/2017,62.53
1/18/2017,62.5
1/19/2017,62.3
1/20/2017,62.74
1/23/2017,62.96
1/24/2017,63.52
1/25/2017,63.68
1/26/2017,64.27
1/27/2017,65.78
1/30/2017,65.13
1/31/2017,64.65
2/1/2017,63.58
2/2/2017,63.17
2/3/2017,63.68
2/6/2017,63.64
2/7/2017,63.43
2/8/2017,63.34
2/9/2017,64.06
2/10/2017,64
2/13/2017,64.72
2/14/2017,64.57
2/15/2017,64.53
2/16/2017,64.52
2/17/2017,64.62
2/21/2017,64.49
2/22/2017,64.36
2/23/2017,64.62
2/24/2017,64.62
2/27/2017,64.23
2/28/2017,63.98
